Student_ID,Name,Gender,Department,10th_Percentage,12th_Percentage,Graduation_Percentage,Attendance_Percentage,Internship,Technical_Skills_Score,Aptitude_Score,Communication_Score,Projects_Count,Backlogs,Placement_Status,Company_Name,Package_LPA,Placement_Category,Performance_Level
S424,Tara Sarin,Male,IT,65%,67%,88%,88%,Completed,94,91,70,1,2,Not Placed,,,Low Package,Excellent
S425,Madhup Madan,Female,Electronics,69%,70%,69%,76%,Not Completed,85,74,74,6,1,Placed,Deloitte,4.5,Low Package,Average
S426,Charvi Mand,Male,IT,68%,72%,60%,81%,Completed,69,78,69,1,3,Not Placed,,,Low Package,Average
S427,Rhea Majumdar,Female,CS,73%,90%,89%,91%,Not Completed,84,50,81,4,3,Not Placed,,,Low Package,Excellent
S428,Bhavin Soni,Male,IT,71%,69%,63%,87%,Completed,85,67,65,1,0,Placed,Capgemini,8.7,High Package,Average
S429,Saksham Tata,Male,IT,66%,86%,71%,75%,Completed,86,88,92,6,0,Placed,Wipro,6,Medium Package,Good
S430,Jayan Verma,Female,Mechanical,84%,64%,87%,69%,Not Completed,87,73,79,3,1,Placed,TCS,9.9,High Package,Excellent
S431,Diya Ravi,Female,Electronics,73%,73%,63%,71%,Not Completed,94,67,57,5,1,Not Placed,,,Low Package,Average
S432,Aarna Kuruvilla,Female,Electronics,80%,76%,82%,73%,Completed,88,95,94,5,3,Not Placed,,,Low Package,Excellent
S433,Jivika Wadhwa,Male,IT,67%,61%,89%,72%,Not Completed,61,89,81,6,3,Placed,Cognizant,5.6,Medium Package,Excellent
S434,Ryan Lalla,Male,IT,72%,78%,76%,69%,Completed,52,71,76,3,3,Not Placed,,,Low Package,Good
S435,Anya Shere,Female,Civil,61%,71%,72%,86%,Not Completed,57,93,50,3,2,Not Placed,,,Low Package,Good
S436,Anahi Talwar,Male,Civil,94%,81%,89%,91%,Not Completed,91,58,52,6,3,Not Placed,,,Low Package,Excellent
S437,Eshani Wali,Male,CS,81%,82%,64%,74%,Completed,93,70,86,3,2,Not Placed,,,Low Package,Average
S438,Krish Dash,Male,Electronics,67%,79%,80%,67%,Completed,90,84,74,3,2,Placed,Capgemini,8.5,High Package,Excellent
S439,Indrans Toor,Female,CS,93%,79%,71%,72%,Not Completed,65,73,81,3,0,Not Placed,,,Low Package,Good
S440,Veer Jaggi,Male,CS,81%,90%,79%,85%,Completed,78,82,55,2,1,Placed,Deloitte,7.3,Medium Package,Good
S441,Jayan Sarin,Male,IT,79%,62%,65%,86%,Completed,52,79,63,4,1,Not Placed,,,Low Package,Average
S442,Purab Chandra,Female,CS,80%,72%,72%,83%,Completed,92,69,83,3,0,Placed,TCS,8.2,High Package,Good
S443,Ritvik Thakkar,Male,Electronics,95%,92%,66%,78%,Not Completed,57,67,92,5,3,Placed,Infosys,5.5,Medium Package,Average
S444,Anahi Deshpande,Male,CS,64%,79%,81%,93%,Not Completed,59,95,67,1,2,Not Placed,,,Low Package,Excellent
S445,Nitya Divan,Male,Civil,85%,71%,88%,87%,Completed,93,53,80,3,0,Placed,TCS,6.5,Medium Package,Excellent
S446,Zain Samra,Male,IT,89%,66%,89%,84%,Not Completed,92,84,95,6,1,Placed,Deloitte,9.9,High Package,Excellent
S447,Advik Raju,Female,Mechanical,85%,71%,81%,85%,Not Completed,64,59,64,4,3,Not Placed,,,Low Package,Excellent
S448,Saanvi Borde,Female,Civil,70%,78%,82%,73%,Not Completed,80,57,54,5,0,Not Placed,,,Low Package,Excellent
S449,Shalv Anand,Male,Mechanical,94%,89%,85%,91%,Completed,56,70,95,2,3,Not Placed,,,Low Package,Excellent
S450,Vedika Dar,Female,Civil,81%,94%,75%,76%,Completed,74,54,80,6,1,Placed,Wipro,4.9,Low Package,Good
S451,Purab Singh,Female,Electronics,66%,88%,71%,84%,Completed,87,88,57,4,3,Not Placed,,,Low Package,Good
S452,Tejas Raj,Male,IT,73%,68%,60%,74%,Completed,88,74,93,6,0,Placed,Wipro,7.4,Medium Package,Average
S453,Eshani Sahni,Female,CS,73%,80%,79%,84%,Completed,68,74,84,4,3,Not Placed,,,Low Package,Good
S454,Eshani Dewan,Female,CS,78%,63%,83%,68%,Not Completed,50,89,87,1,0,Not Placed,,,Low Package,Excellent
S455,Ojas Vora,Female,Mechanical,84%,85%,84%,92%,Not Completed,51,65,68,5,0,Not Placed,,,Low Package,Excellent
S456,Rohan Choudhry,Female,Mechanical,86%,69%,78%,73%,Completed,58,62,80,2,1,Not Placed,,,Low Package,Good
S457,Alia Dani,Female,Civil,68%,65%,68%,91%,Completed,51,59,91,4,0,Not Placed,,,Low Package,Average
S458,Mehul Devan,Female,Civil,82%,74%,71%,92%,Not Completed,82,77,79,5,1,Not Placed,,,Low Package,Good
S459,Hridaan Sathe,Female,Electronics,83%,62%,62%,95%,Completed,95,82,65,6,3,Not Placed,,,Low Package,Average
S460,Vardaniya Dasgupta,Female,Civil,93%,65%,65%,80%,Not Completed,80,94,87,4,0,Placed,Infosys,9.6,High Package,Average
S461,Khushi Chatterjee,Male,Civil,89%,92%,90%,86%,Completed,53,71,89,4,2,Not Placed,,,Low Package,Excellent
S462,Nitara Bhakta,Female,Electronics,76%,63%,90%,75%,Not Completed,60,52,68,5,2,Not Placed,,,Low Package,Excellent
S463,Zain Anne,Male,CS,92%,64%,77%,81%,Completed,51,68,89,2,2,Not Placed,,,Low Package,Good
S464,Kavya Ganesh,Male,Electronics,69%,88%,83%,76%,Not Completed,50,57,66,3,2,Not Placed,,,Low Package,Excellent
S465,Samiha Bose,Male,CS,69%,91%,86%,89%,Completed,83,52,61,2,3,Not Placed,,,Low Package,Excellent
S466,Advik Kar,Male,IT,70%,89%,85%,95%,Not Completed,86,72,63,3,1,Placed,Cognizant,5.4,Medium Package,Excellent
S467,Zoya Behl,Female,Mechanical,69%,93%,87%,65%,Not Completed,93,95,74,3,1,Not Placed,,,Low Package,Excellent
S468,Shamik Kumar,Male,IT,94%,82%,87%,82%,Not Completed,70,83,93,3,3,Not Placed,,,Low Package,Excellent
S469,Adira Bhasin,Female,Civil,75%,72%,81%,76%,Not Completed,66,91,56,3,2,Not Placed,,,Low Package,Excellent
S470,Vanya Raj,Female,Mechanical,74%,78%,76%,77%,Completed,50,76,54,1,0,Placed,Capgemini,3.9,Low Package,Good
S471,Drishya Wadhwa,Male,IT,68%,84%,71%,72%,Completed,88,92,53,6,0,Placed,Capgemini,8.7,High Package,Good
S472,Amira Setty,Female,Civil,80%,76%,70%,69%,Completed,79,92,68,3,2,Placed,Cognizant,7.1,Medium Package,Good
S473,Riya Bhalla,Female,CS,88%,64%,91%,77%,Completed,71,53,74,5,3,Not Placed,,,Low Package,Excellent
S474,Anahi Handa,Male,Electronics,66%,88%,76%,71%,Not Completed,81,56,91,1,1,Placed,Capgemini,9.9,High Package,Good
S475,Anahita Bava,Male,IT,62%,84%,77%,74%,Completed,66,78,86,6,0,Placed,TCS,11.1,High Package,Good
S476,Keya Varty,Female,Civil,87%,85%,64%,79%,Not Completed,50,82,86,1,3,Not Placed,,,Low Package,Average
S477,Inaaya  Dutta,Female,Mechanical,85%,63%,65%,88%,Not Completed,86,84,57,5,3,Not Placed,,,Low Package,Average
S478,Yashvi Manne,Female,CS,79%,84%,66%,87%,Not Completed,68,91,79,4,0,Placed,Infosys,8,Medium Package,Average
S479,Mannat Bakshi,Male,Civil,84%,64%,79%,96%,Completed,58,52,62,5,3,Placed,TCS,9.5,High Package,Good
S480,Rasha Kohli,Male,Civil,67%,73%,89%,74%,Not Completed,71,53,52,6,0,Not Placed,,,Low Package,Excellent
S481,Vihaan Shetty,Male,Civil,62%,75%,68%,65%,Completed,59,81,52,2,0,Not Placed,,,Low Package,Average
S482,Nitya Balasubramanian,Male,IT,91%,74%,64%,77%,Completed,79,89,56,4,2,Placed,Deloitte,8.3,High Package,Average
S483,Jayant Zacharia,Male,Mechanical,73%,62%,71%,86%,Not Completed,57,93,70,1,3,Not Placed,,,Low Package,Good
S484,Advika Sekhon,Female,Electronics,70%,88%,75%,67%,Completed,76,60,59,2,2,Not Placed,,,Low Package,Good
S485,Anya Sodhi,Male,Electronics,78%,86%,90%,73%,Completed,51,81,60,2,3,Placed,TCS,3.1,Low Package,Excellent
S486,Hiran Krishnamurthy,Male,Electronics,71%,91%,65%,84%,Completed,78,76,83,3,2,Placed,Infosys,8.5,High Package,Average
S487,Aayush Keer,Female,Electronics,92%,74%,89%,78%,Not Completed,65,62,85,3,0,Placed,Capgemini,11.8,High Package,Excellent
S488,Khushi Kapoor,Female,CS,70%,62%,63%,88%,Completed,59,93,57,3,1,Not Placed,,,Low Package,Average
S489,Jayant Singh,Male,IT,63%,94%,71%,75%,Completed,71,89,66,1,3,Not Placed,,,Low Package,Good
S490,Faiyaz Hayre,Female,Civil,72%,80%,74%,72%,Not Completed,65,78,54,3,0,Not Placed,,,Low Package,Good
S491,Ela Keer,Male,Civil,91%,63%,87%,74%,Completed,76,62,65,2,0,Placed,Accenture,11,High Package,Excellent
S492,Rohan Arya,Male,Mechanical,77%,72%,81%,73%,Not Completed,73,58,74,1,1,Not Placed,,,Low Package,Excellent
S493,Prisha Issac,Female,CS,81%,74%,78%,75%,Completed,57,79,58,6,2,Not Placed,,,Low Package,Good
S494,Chirag Bose,Male,Electronics,90%,89%,77%,65%,Completed,76,83,55,6,1,Not Placed,,,Low Package,Good
S495,Yashvi Khalsa,Male,Electronics,69%,60%,86%,67%,Not Completed,70,77,65,1,1,Not Placed,,,Low Package,Excellent
S496,Arnav Biswas,Male,Civil,91%,75%,65%,65%,Not Completed,83,75,77,6,0,Not Placed,,,Low Package,Average
S497,Aradhya Kala,Male,Civil,79%,70%,89%,66%,Not Completed,72,68,58,4,1,Placed,Cognizant,12,High Package,Excellent
S498,Tanya Borde,Female,IT,64%,84%,81%,98%,Not Completed,75,61,95,1,1,Not Placed,,,Low Package,Excellent
S499,Veer Chandran,Male,IT,81%,63%,92%,88%,Not Completed,94,89,67,1,3,Not Placed,,,Low Package,Excellent
S500,Hazel Bumb,Male,Electronics,73%,68%,81%,80%,Completed,79,89,73,5,3,Placed,Wipro,6.3,Medium Package,Excellent
